"","respid","cell","rweight","tv","radio","ooh","online","social","sp_aw","relv","laugh","think","recom","talk","purchase","intent","ID","cluster"
"2074",2982,2,0.9598,0,0,0,0,0,0,0,0,0,0,0,0,0,2074,1
"2075",2983,2,0.7009,0,0,0,0,0,1,1,1,1,0,0,0,0,2075,1
"2076",2984,2,1.6295,0,0,0,0,0,0,1,1,1,1,1,1,1,2076,1
"2077",2986,2,0.7009,0,0,0,0,0,0,0,0,0,0,0,0,0,2077,1
"2078",2988,4,0.67011648,0,0,0,1,0,0,0,0,1,1,1,1,1,2078,5
"2079",2990,2,0.7009,0,0,0,0,0,0,0,0,0,0,0,0,0,2079,1
"2080",2991,2,0.7009,0,0,0,0,0,0,0,0,0,0,0,0,1,2080,1
"2081",2995,2,1.5475,0,0,1,0,0,0,0,0,0,0,0,1,1,2081,2
"2082",2996,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,0,2082,1
"2083",2998,4,0.805227583,0,0,0,0,0,1,0,0,0,1,0,0,0,2083,1
"2084",3003,4,1.514352138,0,0,0,0,0,0,0,0,0,0,1,0,0,2084,1
"2085",3004,2,0.8488,0,0,0,0,0,0,0,0,0,0,0,0,0,2085,1
"2086",3008,1,1.0913,0,0,0,0,0,0,0,0,0,0,0,0,0,2086,1
"2087",3008,4,1.514352138,0,0,0,0,0,0,1,1,0,1,1,0,1,2087,1
"2088",3011,4,1.494292312,0,0,0,1,0,0,0,1,1,1,0,0,1,2088,5
"2089",3012,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,1,2089,1
"2090",3013,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,1,2090,1
"2091",3017,4,1.494292312,1,1,1,1,1,0,1,1,1,1,1,1,1,2091,2
"2092",3018,2,0.7009,0,0,0,0,0,0,0,0,0,0,0,0,0,2092,1
"2093",3022,2,0.6657,1,1,1,1,1,0,1,1,1,1,1,1,1,2093,2
"2094",3023,2,0.9598,0,0,0,0,0,0,0,0,0,0,0,0,0,2094,1
"2095",3027,2,1.1589,0,0,0,0,0,0,0,0,0,0,0,0,0,2095,1
"2096",3027,4,1.494292312,0,1,1,1,1,0,1,1,1,1,1,1,1,2096,2
"2097",3028,4,0.772235272,0,0,0,0,0,0,0,0,0,1,0,0,0,2097,1
"2098",3030,2,1.1589,1,0,1,1,1,0,0,0,0,0,0,1,1,2098,2
"2099",3031,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,0,2099,1
"2100",3033,4,1.865932294,1,0,1,0,0,0,1,1,1,1,0,1,1,2100,2
"2101",3036,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,1,2101,1
"2102",3043,4,1.514352138,0,0,0,0,0,1,0,0,0,0,1,0,0,2102,1
"2103",3044,4,2.610741498,0,0,0,0,0,0,1,0,0,0,0,0,0,2103,1
"2104",3045,2,0.7762,0,0,0,1,0,0,1,1,1,1,1,0,0,2104,5
"2105",3046,2,0.7009,0,0,0,0,0,0,0,0,0,0,0,0,0,2105,1
"2106",3049,1,0.5486,0,0,0,0,0,0,0,0,0,0,0,0,0,2106,1
"2107",3050,4,0.516023646,0,0,1,0,0,0,1,0,0,0,0,0,1,2107,2
"2108",3051,2,1.3244,1,0,1,1,0,0,0,0,0,0,0,0,0,2108,2
"2109",3055,2,0.7762,0,1,0,0,0,0,1,1,1,1,1,1,1,2109,4
"2110",3056,4,1.881970847,0,0,0,0,0,0,1,1,1,1,1,0,0,2110,1
"2111",3057,2,0.5832,0,0,0,0,0,0,0,0,0,1,0,0,0,2111,1
"2112",3057,4,0.577361825,0,0,0,0,0,0,0,0,0,0,0,0,0,2112,1
"2113",3058,2,0.7923,1,1,1,1,1,0,0,0,0,0,0,0,0,2113,2
"2114",3058,4,2.134612014,0,0,0,0,0,0,0,0,0,0,0,0,1,2114,1
"2115",3059,1,1.0301,1,0,0,1,0,1,1,1,1,1,0,0,1,2115,5
"2116",3062,2,0.9598,0,0,0,0,0,0,0,0,0,0,0,0,0,2116,1
"2117",3062,4,1.494292312,0,1,0,0,0,1,1,1,1,1,0,0,1,2117,4
"2118",3063,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,0,2118,1
"2119",3063,4,1.494292312,0,0,0,1,0,0,0,0,0,0,0,1,0,2119,5
"2120",3064,4,1.50493281,0,0,0,0,0,1,0,0,0,1,0,0,0,2120,1
"2121",3065,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,1,2121,1
"2122",3065,4,1.514352138,0,0,0,0,0,0,1,1,1,1,0,0,1,2122,1
"2123",3066,2,1.2488,0,0,0,0,0,0,1,1,1,1,0,0,0,2123,1
"2124",3067,4,1.494292312,0,1,0,0,0,1,0,0,0,1,1,0,1,2124,4
"2125",3068,2,1.6295,0,0,0,0,0,0,1,1,0,1,0,0,1,2125,1
"2126",3069,4,2.610741498,0,1,0,0,0,0,0,0,0,0,0,0,1,2126,4
"2127",3070,2,0.8488,0,0,0,0,0,0,0,0,0,0,0,0,0,2127,1
"2128",3070,4,2.610741498,1,0,0,0,1,0,0,0,0,0,0,0,0,2128,5
"2129",3071,2,0.9355,1,0,0,0,1,0,1,1,1,1,0,1,1,2129,5
"2130",3072,4,1.865932294,0,0,1,0,1,1,1,1,1,1,0,1,1,2130,2
"2131",3074,1,0.5486,0,0,0,0,0,0,0,0,0,0,0,0,1,2131,1
"2132",3076,2,0.7009,0,0,0,0,0,0,0,0,0,0,0,0,0,2132,1
"2133",3078,4,1.514352138,0,0,0,0,0,1,1,1,1,1,1,0,0,2133,1
"2134",3079,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,1
"2135",3080,1,2.0775,0,0,0,0,0,1,1,1,1,1,1,0,1,2135,1
"2136",3082,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,0,2136,1
"2137",3083,4,0.759526474,0,0,0,0,0,0,0,0,0,0,0,0,1,2137,1
"2138",3084,2,0.7923,1,1,1,1,1,0,0,0,0,0,0,0,1,2138,2
"2139",3085,2,0.7762,1,1,1,1,1,0,1,1,1,1,1,1,1,2139,2
"2140",3085,4,1.494292312,1,1,1,1,0,0,1,1,1,1,1,1,1,2140,2
"2141",3089,2,1.6295,0,0,0,0,0,0,1,0,1,1,1,0,1,2141,1
"2142",3090,4,2.134612014,0,0,0,1,0,0,0,0,0,0,0,1,0,2142,5
"2143",3091,2,0.7762,1,0,0,1,0,0,0,1,1,1,1,1,1,2143,5
"2144",3093,4,0.67011648,1,0,0,1,0,1,1,1,0,1,1,1,1,2144,5
"2145",3094,2,0.7009,0,0,0,0,0,0,0,0,0,1,0,0,0,2145,1
"2146",3094,4,1.494292312,0,0,0,0,0,1,1,1,1,1,1,0,1,2146,1
"2147",3096,1,1.3158,1,0,0,0,0,0,0,0,0,0,0,0,1,2147,3
"2148",3098,4,1.881970847,0,0,0,0,0,0,1,1,0,1,0,0,0,2148,1
"2149",3099,2,0.7009,0,0,0,0,0,1,0,1,0,0,0,0,0,2149,1
"2150",3102,2,1.3244,0,0,0,0,0,0,1,1,1,1,1,0,1,2150,1
"2151",3103,4,1.514352138,0,0,0,0,0,0,1,1,0,1,0,0,0,2151,1
"2152",3104,1,1.0301,1,1,1,1,1,0,1,1,1,1,1,1,1,2152,2
"2153",3107,4,1.494292312,0,1,1,0,1,0,1,1,1,1,0,1,1,2153,2
"2154",3110,2,0.5832,0,0,0,0,0,0,0,1,1,0,0,0,0,2154,1
"2155",3111,4,0.516023646,1,1,0,0,1,0,1,1,1,1,1,1,0,2155,4
"2156",3112,2,0.8488,0,0,0,0,0,0,0,0,0,1,0,0,1,2156,1
"2157",3112,4,1.494292312,1,0,0,0,1,0,1,1,0,1,1,0,0,2157,5
"2158",3113,4,0.67011648,1,0,0,0,1,0,1,1,0,1,0,1,1,2158,5
"2159",3115,2,1.3244,0,1,1,1,1,0,1,0,1,1,1,1,1,2159,2
"2160",3115,4,1.099420602,0,0,0,1,0,0,0,0,0,0,0,0,0,2160,5
"2161",3116,4,0.772235272,0,0,0,0,0,0,1,1,1,0,0,0,0,2161,1
"2162",3118,2,1.3244,0,0,0,0,0,0,1,1,1,1,0,0,1,2162,1
"2163",3120,1,1.0301,1,0,0,0,0,1,1,1,0,1,1,0,1,2163,3
"2164",3121,2,0.7009,0,0,0,0,0,0,0,0,0,1,0,0,0,2164,1
"2165",3122,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,0,2165,1
"2166",3124,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,0,2166,1
"2167",3124,4,0.67011648,0,1,0,0,1,0,1,1,0,1,0,1,1,2167,4
"2168",3125,2,1.6295,0,0,0,0,0,0,0,0,0,1,0,0,0,2168,1
"2169",3126,2,0.5832,0,0,0,0,0,1,0,1,1,1,0,0,0,2169,1
"2170",3126,4,1.494292312,0,0,0,0,0,1,1,1,1,1,1,0,1,2170,1
"2171",3127,4,1.865932294,1,0,0,1,1,1,1,1,1,1,1,1,1,2171,5
"2172",3129,2,0.7923,0,0,0,0,0,1,0,1,1,0,1,0,0,2172,1
"2173",3130,4,1.865932294,0,0,0,0,1,0,1,1,1,1,0,0,1,2173,5
"2174",3132,4,1.881970847,0,0,0,0,0,0,0,0,0,0,0,0,0,2174,1
"2175",3133,4,1.881970847,0,0,0,0,0,0,0,0,1,1,0,1,0,2175,1
"2176",3134,4,1.494292312,0,1,0,0,0,0,1,0,0,1,1,0,1,2176,4
"2177",3136,4,2.610741498,0,0,0,0,0,0,0,0,0,1,0,0,1,2177,1
"2178",3137,2,0.7009,0,0,0,0,0,0,1,1,1,1,0,0,1,2178,1
"2179",3142,4,0.577361825,0,0,0,0,0,0,0,0,0,0,0,0,1,2179,1
"2180",3143,2,0.7009,0,0,0,0,0,0,0,0,0,0,0,0,0,2180,1
"2181",3147,2,0.7762,0,0,0,0,0,0,0,0,0,1,0,0,1,2181,1
"2182",3148,2,1.6295,0,0,0,0,0,0,1,0,1,1,0,0,0,2182,1
"2183",3149,2,1.4057,0,0,0,0,0,0,1,1,1,1,0,0,1,2183,1
"2184",3149,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,0,2184,1
"2185",3150,1,1.3158,0,0,0,0,0,0,0,0,0,0,0,0,0,2185,1
"2186",3153,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,0,2186,1
"2187",3153,4,1.865932294,0,0,0,0,1,0,0,1,1,1,0,0,1,2187,5
"2188",3155,4,2.134612014,0,0,1,0,0,0,0,0,0,0,0,1,0,2188,2
"2189",3157,4,1.514352138,0,0,0,0,0,0,1,1,0,1,0,0,1,2189,1
"2190",3158,4,1.865932294,1,0,0,1,1,1,1,1,1,1,1,1,1,2190,5
"2191",3159,4,0.577361825,0,0,0,0,0,0,0,0,0,0,1,0,0,2191,1
"2192",3161,2,0.6657,1,1,0,0,0,1,1,1,1,1,1,0,1,2192,4
"2193",3161,4,1.865932294,0,0,0,1,0,0,0,0,0,1,0,0,0,2193,5
"2194",3162,2,0.8488,0,0,0,0,0,1,0,0,0,0,0,0,0,2194,1
"2195",3164,2,0.7009,0,0,0,0,0,0,0,0,0,0,0,0,0,2195,1
"2196",3166,2,1.1589,1,1,1,1,1,0,0,0,0,0,0,1,1,2196,2
"2197",3166,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,0,2197,1
"2198",3167,2,0.7009,0,0,0,0,0,1,0,1,0,0,0,0,0,2198,1
"2199",3167,4,0.805227583,0,0,0,0,0,0,0,0,0,1,0,0,0,2199,1
"2200",3168,1,1.3158,0,0,1,0,1,0,0,0,0,0,0,0,0,2200,2
"2201",3169,4,0.759526474,0,0,0,0,0,0,0,0,0,0,0,0,0,2201,1
"2202",3170,2,0.7762,1,0,0,0,1,0,0,0,0,0,0,0,0,2202,5
"2203",3170,4,1.494292312,0,0,1,1,1,0,0,0,0,1,1,1,0,2203,2
"2204",3173,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,0,2204,1
"2205",3176,2,0.7762,1,1,1,1,1,0,1,1,1,1,1,0,1,2205,2
"2206",3179,2,0.9598,0,0,0,0,0,0,0,0,0,0,0,0,0,2206,1
"2207",3180,2,1.4057,0,0,0,0,0,0,0,1,0,0,0,0,0,2207,1
"2208",3180,4,1.865932294,1,0,0,1,1,0,0,0,0,1,1,0,1,2208,5
"2209",3181,2,0.6657,0,0,0,0,0,0,1,0,1,1,1,0,0,2209,1
"2210",3181,4,1.477126717,0,0,0,0,0,0,0,0,0,1,0,0,0,2210,1
"2211",3183,2,0.7009,0,0,0,0,0,0,0,0,0,0,0,0,1,2211,1
"2212",3183,4,0.772235272,0,0,0,0,0,0,0,0,1,1,0,0,0,2212,1
"2213",3184,4,1.865932294,0,0,0,1,0,0,1,1,1,1,1,0,1,2213,5
"2214",3187,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,1,2214,1
"2215",3188,4,1.881970847,0,0,0,0,0,0,0,0,0,0,0,0,0,2215,1
"2216",3190,4,2.134612014,0,0,0,1,0,0,0,0,0,0,0,1,1,2216,5
"2217",3193,4,1.494292312,1,0,1,1,1,1,1,1,1,1,1,0,1,2217,2
"2218",3197,1,0.9082,1,1,1,1,1,0,0,0,0,0,1,0,0,2218,2
"2219",3198,2,1.4057,0,0,0,0,0,0,0,1,1,1,0,0,1,2219,1
"2220",3200,4,0.67011648,0,0,0,0,0,0,1,1,0,0,0,0,0,2220,1
"2221",3201,4,1.881970847,0,0,0,0,0,0,1,1,1,1,0,0,1,2221,1
"2222",3202,2,1.2488,0,0,0,0,0,0,1,1,1,1,0,0,1,2222,1
"2223",3203,4,0.772235272,0,0,0,0,0,1,1,0,1,0,0,0,0,2223,1
"2224",3205,2,1.1589,1,0,0,0,0,1,0,0,0,0,0,0,0,2224,3
"2225",3207,2,0.7762,1,0,0,1,0,0,1,1,1,1,1,0,0,2225,5
"2226",3209,4,1.514352138,0,0,0,0,0,0,0,0,0,1,0,0,1,2226,1
"2227",3211,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,0,2227,1
"2228",3212,1,0.9082,0,0,0,0,0,0,1,1,1,1,0,0,1,2228,1
"2229",3213,4,0.516023646,0,0,1,0,1,0,1,1,1,1,0,1,1,2229,2
"2230",3218,4,1.865932294,1,1,1,1,1,0,1,1,1,1,1,1,0,2230,2
"2231",3222,1,0.9082,0,0,0,1,0,1,1,1,0,1,0,0,1,2231,5
"2232",3222,4,1.494292312,0,0,0,1,0,1,1,1,0,1,1,1,1,2232,5
"2233",3224,2,0.7762,1,1,1,1,1,0,1,1,1,1,1,1,1,2233,2
"2234",3225,2,1.2488,0,0,0,0,0,0,1,1,1,1,1,1,1,2234,1
"2235",3225,4,1.514352138,0,0,0,0,0,0,0,1,0,0,0,0,0,2235,1
"2236",3226,2,1.4057,0,0,0,0,0,1,1,1,1,1,0,1,1,2236,1
"2237",3226,4,1.494292312,1,0,0,0,0,1,1,1,1,1,1,0,1,2237,3
"2238",3227,2,0.6657,0,0,1,0,0,0,1,1,1,1,1,1,1,2238,2
"2239",3229,4,1.494292312,0,0,0,0,0,0,1,1,1,1,0,1,1,2239,1
"2240",3230,2,1.3244,1,1,1,1,1,0,1,1,1,1,1,1,1,2240,2
"2241",3231,1,0.9082,1,1,1,1,1,0,1,1,1,1,1,1,1,2241,2
"2242",3231,4,1.494292312,1,0,0,0,1,0,0,0,0,0,0,0,0,2242,5
"2243",3232,2,0.8488,0,0,0,0,0,0,0,0,0,0,0,0,1,2243,1
"2244",3234,4,1.477126717,0,0,0,0,0,0,0,0,0,0,0,0,0,2244,1
"2245",3236,2,0.6657,1,1,1,1,1,0,1,0,1,1,1,1,1,2245,2
"2246",3240,4,1.865932294,0,0,0,0,0,1,1,1,1,1,0,0,1,2246,1
"2247",3241,4,1.514352138,0,0,0,0,0,1,0,0,0,0,0,0,0,2247,1
"2248",3242,2,0.7762,0,1,1,1,1,0,1,1,1,1,1,1,1,2248,2
"2249",3243,4,1.865932294,1,1,1,1,1,0,1,1,1,1,1,1,1,2249,2
"2250",3245,2,0.7762,1,1,1,1,1,0,1,1,1,1,1,1,1,2250,2
"2251",3250,4,0.516023646,0,0,0,1,0,0,0,0,1,1,0,0,0,2251,5
"2252",3252,4,0.902367157,0,0,0,0,1,0,0,0,0,0,0,0,1,2252,5
"2253",3253,4,0.516023646,1,1,0,0,0,0,1,1,0,1,0,0,0,2253,4
"2254",3254,1,0.5486,0,0,0,0,0,0,1,1,1,1,0,1,1,2254,1
"2255",3254,4,1.865932294,1,0,0,1,1,1,1,1,0,1,1,1,1,2255,5
"2256",3255,4,1.494292312,1,0,0,0,1,1,0,1,1,1,0,0,1,2256,5
"2257",3256,1,1.2667,0,0,0,0,0,1,1,1,1,1,0,0,0,2257,1
"2258",3258,2,1.1589,1,1,1,1,1,0,0,0,0,0,0,1,1,2258,2
"2259",3259,2,0.7923,0,0,1,0,0,0,0,0,0,0,0,0,1,2259,2
"2260",3261,4,1.881970847,0,0,0,0,0,0,1,0,1,1,0,0,1,2260,1
"2261",3263,4,1.514352138,0,0,0,0,0,0,0,0,0,0,0,0,0,2261,1
"2262",3265,2,1.1589,1,0,0,1,1,0,0,0,0,0,0,0,0,2262,5
"2263",3265,4,1.494292312,0,1,0,0,1,0,1,1,0,0,0,1,1,2263,4
"2264",3266,4,1.514352138,0,0,0,0,0,0,0,0,0,1,0,0,0,2264,1
"2265",3267,2,0.7923,0,0,0,0,1,0,0,1,0,1,0,0,0,2265,5
"2266",3268,4,1.881970847,0,0,0,0,0,0,1,1,1,1,0,0,0,2266,1
"2267",3269,4,1.494292312,1,1,0,0,1,1,1,1,0,1,1,1,1,2267,4
"2268",3272,1,0.9082,0,0,0,1,1,0,1,1,0,0,0,1,0,2268,5
"2269",3273,4,1.514352138,0,0,0,0,0,0,1,1,1,1,0,0,0,2269,1
"2270",3275,4,1.514352138,0,0,0,0,0,0,0,0,1,0,0,0,0,2270,1
"2271",3277,2,0.6657,1,1,1,1,0,1,1,1,1,1,0,0,1,2271,2
"2272",3277,4,1.865932294,1,0,0,0,0,1,0,0,0,1,0,0,1,2272,3
"2273",3280,1,1.224,1,1,1,1,1,0,0,0,0,0,0,1,1,2273,2
"2274",3281,1,0.5486,0,0,0,0,0,0,0,0,0,0,0,0,0,2274,1
"2275",3283,4,1.514352138,0,0,0,0,0,0,0,0,0,0,0,0,0,2275,1
"2276",3285,2,0.8488,0,0,0,0,0,0,0,0,0,0,0,0,0,2276,1
"2277",3287,4,1.514352138,0,0,0,0,0,0,1,1,1,1,1,0,1,2277,1
"2278",3288,2,0.7762,1,1,1,1,0,1,1,1,1,1,1,1,1,2278,2
"2279",3288,4,0.772235272,0,0,0,0,0,0,0,0,0,0,0,0,0,2279,1
"2280",3289,4,1.514352138,0,0,0,0,0,1,0,0,0,1,0,0,0,2280,1
"2281",3291,4,1.494292312,1,0,0,1,1,0,0,0,0,1,0,0,0,2281,5
"2282",3292,4,1.865932294,1,0,0,1,1,0,1,1,0,1,1,0,1,2282,5
"2283",3293,2,1.2488,0,0,0,0,0,0,1,1,1,1,1,1,1,2283,1
"2284",3294,4,1.494292312,0,1,0,0,1,0,1,1,1,1,0,0,1,2284,4
"2285",3297,1,1.224,0,0,0,0,0,0,0,0,0,0,0,0,1,2285,1
"2286",3300,1,0.9082,1,0,0,0,0,0,1,1,1,1,1,1,1,2286,3
"2287",3300,4,1.477126717,0,0,0,0,0,0,0,0,0,0,0,0,0,2287,1
"2288",3302,2,0.7923,0,0,1,1,1,0,0,0,0,0,0,0,0,2288,2
"2289",3305,2,0.5832,0,0,0,0,0,1,1,1,1,0,0,0,0,2289,1
"2290",3305,4,0.759526474,0,0,0,0,0,0,0,0,0,0,0,0,0,2290,1
"2291",3309,1,1.0301,1,1,0,1,0,0,1,1,1,1,0,0,0,2291,4
"2292",3309,4,0.516023646,0,1,0,1,0,0,1,1,0,1,1,1,1,2292,4
"2293",3310,4,0.516023646,1,0,0,0,1,0,0,0,0,1,0,0,1,2293,5
"2294",3313,4,1.881970847,0,0,0,0,0,0,1,1,1,1,0,0,1,2294,1
"2295",3314,2,0.7762,0,0,1,1,1,0,1,1,1,1,1,0,1,2295,2
"2296",3314,4,0.577361825,0,0,0,0,0,0,0,0,0,0,0,0,1,2296,1
"2297",3317,4,1.865932294,0,0,0,0,0,0,1,1,0,1,0,0,1,2297,1
"2298",3319,4,1.514352138,0,0,0,0,0,0,0,0,0,1,0,0,0,2298,1
"2299",3320,4,1.514352138,0,0,0,0,0,0,1,1,0,1,0,0,0,2299,1
"2300",3326,4,1.494292312,0,1,0,0,0,1,1,1,1,1,0,0,1,2300,4
"2301",3328,1,0.9082,1,1,0,0,0,1,1,1,1,0,0,1,1,2301,4
"2302",3329,4,0.516023646,1,0,0,0,0,0,1,1,0,1,1,1,1,2302,3
"2303",3331,2,0.6657,1,1,1,1,1,0,1,1,1,1,0,1,1,2303,2
"2304",3331,4,0.67011648,1,1,1,1,1,1,1,1,0,1,1,1,1,2304,2
"2305",3332,4,0.902367157,0,0,1,0,0,0,0,0,0,0,0,0,1,2305,2
"2306",3333,1,1.224,0,0,1,1,0,0,0,0,0,0,0,0,1,2306,2
"2307",3333,4,1.865932294,1,0,0,0,1,1,1,1,1,1,1,1,1,2307,5
"2308",3334,1,1.2667,0,0,0,0,0,0,0,0,0,0,0,0,0,2308,1
"2309",3334,4,0.67011648,0,1,1,1,1,1,1,1,0,1,1,1,0,2309,2
"2310",3335,1,1.0913,0,0,0,0,0,1,1,1,0,1,1,1,0,2310,1
"2311",3335,4,1.865932294,1,0,0,0,0,1,0,0,0,1,1,0,1,2311,3
"2312",3336,1,0.9082,0,0,0,1,0,1,1,0,0,1,0,0,1,2312,5
"2313",3336,4,1.514352138,0,0,0,0,0,0,1,1,0,1,0,1,0,2313,1
"2314",3337,4,0.516023646,0,1,0,1,0,0,0,0,0,1,1,0,0,2314,4
"2315",3338,4,1.514352138,0,0,0,0,0,1,1,1,1,1,1,0,1,2315,1
"2316",3343,2,1.6295,0,0,0,0,0,0,1,1,1,1,1,1,1,2316,1
"2317",3343,4,1.494292312,1,0,1,0,0,1,0,1,0,1,0,0,0,2317,2
"2318",3345,4,1.514352138,0,0,0,0,0,0,0,0,1,1,0,1,0,2318,1
"2319",3348,2,0.6657,1,0,0,1,0,0,0,0,0,0,0,0,1,2319,5
"2320",3348,4,0.902367157,0,1,1,1,0,0,0,0,0,0,0,0,1,2320,2
"2321",3349,4,0.577361825,0,0,0,0,0,0,0,1,0,1,1,0,0,2321,1
"2322",3350,1,0.9082,0,0,0,1,1,1,0,1,0,1,1,1,1,2322,5
"2323",3356,2,0.9355,1,1,1,1,1,1,1,1,1,1,1,1,1,2323,2
"2324",3357,1,1.0301,1,1,0,1,1,0,0,1,0,0,0,0,0,2324,4
"2325",3358,4,0.67011648,0,0,0,0,1,0,1,1,1,0,0,0,0,2325,5
"2326",3359,1,1.2667,0,0,0,0,0,1,0,1,1,1,0,0,0,2326,1
"2327",3361,2,1.6295,0,0,0,0,0,1,0,0,0,1,1,1,1,2327,1
"2328",3363,1,0.5486,0,0,0,0,0,0,0,1,1,1,0,0,0,2328,1
"2329",3366,1,1.2667,0,0,0,0,0,0,0,0,0,1,0,0,1,2329,1
"2330",3367,1,1.0913,0,0,0,0,0,0,0,0,0,0,0,0,0,2330,1
"2331",3369,2,0.9598,0,0,0,0,0,1,0,0,0,0,0,0,0,2331,1
"2332",3370,1,1.2667,0,0,0,0,0,1,0,1,1,0,0,0,0,2332,1
"2333",3371,1,0.5486,0,0,0,0,0,0,0,0,0,0,0,0,0,2333,1
"2334",3373,2,1.1589,1,0,0,0,0,1,1,1,1,1,0,0,1,2334,3
"2335",3373,4,0.67011648,1,1,0,0,1,1,1,1,1,1,1,1,1,2335,4
"2336",3376,2,0.5832,0,0,0,0,0,0,0,0,0,0,0,0,0,2336,1
"2337",3377,4,0.902367157,0,0,0,0,0,0,0,0,0,0,0,0,1,2337,1
"2338",3381,1,0.9082,1,1,0,0,0,1,1,1,1,1,1,1,1,2338,4
"2339",3382,1,0.5486,0,0,0,0,0,0,0,0,0,0,0,0,0,2339,1
"2340",3385,2,0.9598,0,0,0,0,0,0,0,0,0,0,0,0,1,2340,1
"2341",3387,1,0.5486,0,0,0,0,0,0,0,0,0,0,0,0,0,2341,1
"2342",3389,2,0.8488,0,0,0,0,0,0,0,0,0,0,0,0,0,2342,1
"2343",3393,2,0.9598,0,0,0,0,0,0,0,0,0,0,0,0,0,2343,1
"2344",3394,2,0.9598,0,0,0,0,0,0,0,0,0,0,0,0,1,2344,1
"2345",3399,1,1.0301,1,0,0,0,1,0,1,0,0,1,0,0,1,2345,5
"2346",3401,4,0.516023646,1,0,0,1,1,1,0,1,1,1,1,1,1,2346,5
"2347",3406,2,1.6295,0,0,0,0,0,1,0,1,0,1,1,0,1,2347,1
"2348",3407,1,1.224,0,0,1,0,0,0,0,0,0,0,0,0,0,2348,2
"2349",3413,1,1.224,0,0,0,1,0,0,0,0,0,0,0,0,0,2349,5
"2350",3414,2,0.6657,1,0,0,0,0,1,1,0,1,1,0,0,1,2350,3
"2351",3416,1,0.5486,0,0,0,0,0,0,0,1,0,0,1,1,1,2351,1
"2352",3419,4,0.516023646,0,0,0,0,0,1,1,1,1,1,1,1,1,2352,1
"2353",3422,1,0.5486,0,0,0,0,0,0,0,0,0,1,0,0,0,2353,1
"2354",3423,2,0.7009,0,0,0,0,0,0,0,0,0,0,0,0,0,2354,1
"2355",3429,3,0.7051,1,1,0,1,1,1,1,0,1,1,0,1,1,2355,4
"2356",3430,1,0.9082,1,0,0,0,0,0,0,0,0,0,0,0,0,2356,3
"2357",3430,4,0.516023646,1,0,1,0,1,0,1,1,1,0,0,0,0,2357,2
"2358",3433,1,0.9082,0,1,0,1,1,0,0,0,1,1,0,1,1,2358,4
"2359",3437,2,1.4057,0,0,0,0,0,0,0,0,0,1,0,0,1,2359,1
"2360",3438,2,0.9355,1,1,0,1,0,1,1,1,0,1,1,0,0,2360,4
"2361",3439,1,0.5486,0,0,0,0,0,0,0,0,0,0,0,0,0,2361,1
"2362",3441,2,1.3244,1,0,0,0,0,0,1,1,0,1,1,0,1,2362,3
"2363",3442,4,0.67011648,0,0,0,0,1,0,1,1,0,1,0,0,1,2363,5
"2364",3443,4,1.099420602,0,0,0,0,0,0,0,0,0,1,0,0,1,2364,1
"2365",3444,2,0.8488,0,0,0,0,0,0,0,1,0,0,0,0,1,2365,1
"2366",3446,1,0.9082,0,0,0,0,0,1,0,0,1,0,0,1,0,2366,1
"2367",3447,1,0.9082,1,1,1,1,1,0,0,0,0,1,1,1,1,2367,2
"2368",3448,1,1.2667,0,0,0,0,0,0,1,1,1,1,0,0,1,2368,1
"2369",3452,2,0.8488,0,0,0,0,0,0,0,0,0,0,0,0,0,2369,1
"2370",3452,4,0.759526474,0,0,0,0,0,0,0,0,0,0,0,1,0,2370,1
"2371",3454,2,0.6657,1,0,1,0,0,0,0,0,1,0,0,0,1,2371,2
"2372",3454,4,0.902367157,0,0,0,1,0,0,0,1,1,0,0,1,0,2372,5
"2373",3455,1,1.0301,0,0,0,1,0,0,0,1,0,0,0,0,1,2373,5
"2374",3457,1,1.224,1,1,1,1,0,0,0,0,0,0,0,1,1,2374,2
"2375",3459,1,0.5486,0,0,0,0,0,1,0,0,0,1,0,0,0,2375,1
"2376",3462,2,0.9598,0,0,0,0,0,0,0,0,0,0,0,0,0,2376,1
"2377",3464,1,1.0301,0,0,0,0,1,0,1,1,1,1,1,1,1,2377,5
"2378",3465,2,1.6295,0,0,0,0,0,0,0,0,0,0,0,1,0,2378,1
"2379",3465,4,0.577361825,0,0,0,0,0,0,0,1,0,0,0,0,0,2379,1
